aX,aY,aZ
-191,-365,-235
-191,-365,-235
-191,-365,-235
-191,-365,-235
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-171,-182,-153
-42,-13,-143
-58,37,-21
-58,37,-21
-58,37,-21
-58,37,-21
-58,37,-21
-58,37,-21
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
648,-766,-166
556,-948,-131
556,-948,-131
556,-948,-131
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
548,-960,-111
609,-896,-48
609,-896,-48
609,-896,-48
609,-896,-48
609,-896,-48
659,-709,-65
659,-709,-65
659,-709,-65
659,-709,-65
659,-709,-65
659,-709,-65
659,-709,-65
659,-709,-65
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
794,-456,-114
775,-413,-53
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
538,-414,-41
220,-250,-121
220,-250,-121
220,-250,-121
220,-250,-121
220,-250,-121
220,-250,-121
220,-250,-121
220,-250,-121
60,-94,-264
60,-94,-264
60,-94,-264
60,-94,-264
60,-94,-264
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-103,30,-124
-252,96,-145
-252,96,-145
-252,96,-145
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-297,189,-172
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
-101,261,-71
38,319,62
38,319,62
38,319,62
16,377,70
809,-838,59
809,-838,59
809,-838,59
809,-838,59
809,-838,59
809,-838,59
775,-944,79
775,-944,79
775,-944,79
775,-944,79
775,-944,79
775,-944,79
775,-944,79
775,-944,79
775,-944,79
775,-944,79
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
661,-957,131
522,-841,129
522,-841,129
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
480,-620,103
519,-365,103
519,-365,103
519,-365,103
519,-365,103
519,-365,103
519,-365,103
566,-80,28
566,-80,28
566,-80,28
566,-80,28
566,-80,28
566,-80,28
566,-80,28
566,-80,28
566,-80,28
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
642,34,61
463,30,147
463,30,147
463,30,147
463,30,147
463,30,147
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
64,133,25
-415,224,-99
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-720,253,-253
-567,218,-88
-567,218,-88
-567,218,-88
-567,218,-88
-567,218,-88
-567,218,-88
-567,218,-88
-567,218,-88
-311,261,106
-311,261,106
-311,261,106
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
1009,-694,186
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
888,-594,157
796,-400,47
796,-400,47
796,-400,47
796,-400,47
796,-400,47
796,-400,47
796,-400,47
796,-400,47
796,-400,47
796,-400,47
755,-291,15
755,-291,15
755,-291,15
755,-291,15
755,-291,15
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
621,-210,5
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
313,-116,32
78,-35,44
78,-35,44
78,-35,44
78,-35,44
78,-35,44
78,-35,44
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-208,62,-34
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-322,115,-40
-311,126,97
-311,126,97
-311,126,97
-311,126,97
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-375,189,119
-433,247,93
-433,247,93
